RefNum,Semester,DepartmentInfo,Name,TimeInfo,Credits,Professor,Description
51063,F,CHEM 113 O,GENERAL CHEMISTRY I LAB,R 2:00 PM-4:59 PM,1,Dr. Joseph D. Augspurger,"CHEM 113. GENERAL CHEMISTRY I LAB. This course will develop laboratory skills in measurement, use of volumetric glassware and titration. Students will learn to use visible spectrometers, calorimeters, and data probes to record results on their computers. They will be exposed first-hand to concepts in Chemistry 111 including solubility, acid-base neutralization, gas laws and colligative properties. Pre- or Co-requisite: Chemistry 111. Fall Semester only, one hour"
51064,F,CHEM 113 P,GENERAL CHEMISTRY I LAB,F 2:00 PM-4:59 PM,1,* CHEM Staff,"CHEM 113. GENERAL CHEMISTRY I LAB. This course will develop laboratory skills in measurement, use of volumetric glassware and titration. Students will learn to use visible spectrometers, calorimeters, and data probes to record results on their computers. They will be exposed first-hand to concepts in Chemistry 111 including solubility, acid-base neutralization, gas laws and colligative properties. Pre- or Co-requisite: Chemistry 111. Fall Semester only, one hour"
51071,F,CHEM 227 A,ANALYTICAL CHEMISTRY,MWF 10:00 AM-10:50 AM,4,Venney Wong,"CHEM 227. ANALYTICAL CHEMISTRY. A study of the theoretical basis and laboratory techniques necessary for the solution of problems in quantitative chemical analysis. Three lectures and one lab per week. Prerequisite: Chemistry 112 and 114. Fall semester only, four hours."
51072,F,CHEM 227 L L,LABORATORY,T 2:00 PM-4:59 PM,0,Venney Wong,"CHEM 227. ANALYTICAL CHEMISTRY. A study of the theoretical basis and laboratory techniques necessary for the solution of problems in quantitative chemical analysis. Three lectures and one lab per week. Prerequisite: Chemistry 112 and 114. Fall semester only, four hours."
51073,F,CHEM 227 M L,LABORATORY,W 2:00 PM-4:59 PM,0,Venney Wong,"CHEM 227. ANALYTICAL CHEMISTRY. A study of the theoretical basis and laboratory techniques necessary for the solution of problems in quantitative chemical analysis. Three lectures and one lab per week. Prerequisite: Chemistry 112 and 114. Fall semester only, four hours."
51074,F,CHEM 235 A,CHEMISTRY IN CONTEXT,M 1:00 PM-1:50 PM,1,Timothy C. Homan,"CHEM 235. CHEMISTRY IN CONTEXT. Building on the foundation of General Chemistry, topics include current issues in chemistry, research and career opportunities, ethics and the integration of the Christian faith, researching the chemical literature and an introduction to modern instrumentation. This course fulfills the Information Literacy (IL) requirement for majors in the Department of Chemistry. Prerequisite: Chemistry 112 and 114. Fall semester only, one hour."
51075,F,CHEM 241 A,ORGANIC CHEMISTRY I,MWF 8:00 AM-8:50 AM,4,Dr. Susan Cramer,"CHEM 241. ORGANIC CHEMISTRY I. An introduction to the structure and chemistry of carbon compounds including alkanes, stereochemistry, haloalkanes, alcohols, ethers and alkenes. Structure determination by spectroscopic methods is introduced. Three lectures and one lab per week. Prerequisite: Chemistry 112 and 114. Fall semester only, four hours."
51076,F,CHEM 241 B,ORGANIC CHEMISTRY I,MWF 9:00 AM-9:50 AM,4,Timothy C. Homan,"CHEM 241. ORGANIC CHEMISTRY I. An introduction to the structure and chemistry of carbon compounds including alkanes, stereochemistry, haloalkanes, alcohols, ethers and alkenes. Structure determination by spectroscopic methods is introduced. Three lectures and one lab per week. Prerequisite: Chemistry 112 and 114. Fall semester only, four hours."
51077,F,CHEM 241 L L,LABORATORY,T 2:00 PM-4:59 PM,0,Timothy C. Homan,"CHEM 241. ORGANIC CHEMISTRY I. An introduction to the structure and chemistry of carbon compounds including alkanes, stereochemistry, haloalkanes, alcohols, ethers and alkenes. Structure determination by spectroscopic methods is introduced. Three lectures and one lab per week. Prerequisite: Chemistry 112 and 114. Fall semester only, four hours."
51078,F,CHEM 241 M L,LABORATORY,W 2:00 PM-4:59 PM,0,Timothy C. Homan,"CHEM 241. ORGANIC CHEMISTRY I. An introduction to the structure and chemistry of carbon compounds including alkanes, stereochemistry, haloalkanes, alcohols, ethers and alkenes. Structure determination by spectroscopic methods is introduced. Three lectures and one lab per week. Prerequisite: Chemistry 112 and 114. Fall semester only, four hours."
51079,F,CHEM 241 N L,LABORATORY,R 9:30 AM-12:29 PM,0,Dr. Susan Cramer,"CHEM 241. ORGANIC CHEMISTRY I. An introduction to the structure and chemistry of carbon compounds including alkanes, stereochemistry, haloalkanes, alcohols, ethers and alkenes. Structure determination by spectroscopic methods is introduced. Three lectures and one lab per week. Prerequisite: Chemistry 112 and 114. Fall semester only, four hours."
51080,F,CHEM 241 O L,LABORATORY,R 2:00 PM-4:59 PM,0,Timothy C. Homan,"CHEM 241. ORGANIC CHEMISTRY I. An introduction to the structure and chemistry of carbon compounds including alkanes, stereochemistry, haloalkanes, alcohols, ethers and alkenes. Structure determination by spectroscopic methods is introduced. Three lectures and one lab per week. Prerequisite: Chemistry 112 and 114. Fall semester only, four hours."
51081,F,CHEM 330 A,INTRODUCTION TO CLINICAL MEDICINE,T 6:30 PM-8:10 PM,1,Dr. Daniel Allan Bridger,"CHEM 330. INTRODUCTION TO CLINICAL MEDICNE. This course introduces the practice of clinical medicine by practicing physicians, integrating studies in biology, chemistry, mathematics, and physics in application to a future health career. Students will learn how to take basic medical histories, perform a general physical examination, and begin to develop differential diagnoses for various disease processes. The course will examine clinical medicine through a detailed examination of the body�s major systems including the cardiovascular, pulmonary, musculoskeletal, gastrointestinal, nervous, and hematological systems. Prerequisites: Chemistry, Biology or Exercise Science majors with junior or senior standing or by permission of instructor. One evening per week. Fall semester only, one hour."
51082,F,CHEM 345 A,MICROSCOPIC PHYSICAL CHEMISTRY:,MWF 12:00 PM-12:50 PM,4,Dr. Joseph D. Augspurger,"CHEM 345. MICROSCOPIC PHYSICAL CHEMISTRY: QUANTUM MECHANICS AND SPECTROSCOPY. An introduction to the principles of quantum mechanics and their application in describing molecular properties. An emphasis is placed on developing a solid understanding of the principles of spectroscopy and electronic structure. Three lectures and one lab per week. Prerequisites: Chemistry 231 and Mathematics 261. Fall semester only, four hours."
51083,F,CHEM 345 L L,LABORATORY,M 2:00 PM-4:59 PM,0,Dr. Joseph D. Augspurger,"CHEM 345. MICROSCOPIC PHYSICAL CHEMISTRY: QUANTUM MECHANICS AND SPECTROSCOPY. An introduction to the principles of quantum mechanics and their application in describing molecular properties. An emphasis is placed on developing a solid understanding of the principles of spectroscopy and electronic structure. Three lectures and one lab per week. Prerequisites: Chemistry 231 and Mathematics 261. Fall semester only, four hours."
51084,F,CHEM 351 A,BIOCHEMISTRY I,MWF 8:00 AM-8:50 AM,4,Kevin L. Shaw,"CHEM 351. BIOCHEMISTRY I. An introduction to the molecular forces, equilibria and macromolecules that comprise living organisms. Emphasis is placed on proteins as the enzymatic catalysts of metabolism and the central role of carbohydrates in intermediary metabolism. Three lectures and one lab per week. Prerequisite: Chemistry 242. Fall semester only, four hours."
51085,F,CHEM 351 L L,LABORATORY,W 12:00 PM-2:59 PM,0,Kevin L. Shaw,"CHEM 351. BIOCHEMISTRY I. An introduction to the molecular forces, equilibria and macromolecules that comprise living organisms. Emphasis is placed on proteins as the enzymatic catalysts of metabolism and the central role of carbohydrates in intermediary metabolism. Three lectures and one lab per week. Prerequisite: Chemistry 242. Fall semester only, four hours."
51086,F,CHEM 351 M L,LABORATORY,R 2:00 PM-4:59 PM,0,Kevin L. Shaw,"CHEM 351. BIOCHEMISTRY I. An introduction to the molecular forces, equilibria and macromolecules that comprise living organisms. Emphasis is placed on proteins as the enzymatic catalysts of metabolism and the central role of carbohydrates in intermediary metabolism. Three lectures and one lab per week. Prerequisite: Chemistry 242. Fall semester only, four hours."
51087,F,CHEM 451 A,BIOCHEMISTRY: DATA AND ANALYSIS,TR 11:00 AM-12:15 PM,3,Kevin L. Shaw,"CHEM 451. BIOCHEMISTRY: DATA AND ANALYSIS. A continued study of the macromolecules of living systems, their structures and the methods used to elucidating those structures. Emphasis is placed on the generation, analysis and presentation of data from a variety of experimental approaches with special consideration given to the unifying theme of computer aided data analysis. Three lectures per week. Prerequisite: Chemistry 352. Fall semester only, three hours."
51088,F,CHEM 463 A,POLYMER CHEMISTRY,TR 8:15 AM-9:05 AM,2,Dr. Susan Cramer,"CHEM 463. POLYMER CHEMISTRY. An introduction to the structure, synthesis, and physical properties of the major organic polymers. Two lectures per week. Prerequisite: Chemistry 242. Fall semester only, two hours."
51089,F,CHEM 488 A,CHEMISTRY SEMINAR,F 2:00 PM-2:50 PM,1,Michael F. Falcetta,"CHEM 488. CHEMISTRY SEMINAR. This course includes faculty directed reading, analysis, and discussion of the chemical literature. The course also involves in-depth research, written paper, and oral presentation of an approved topic selected by the student. Senior status in the department required for enrollment. This course fulfills the Writing Intensive (WI) and Speaking Intensive (SI) requirements for majors in the Department of Chemistry. Fall semester only, one hour."
50380,F,CMIN 122 A,INTRO TO CHRISTIAN MINISTRIES,TR 9:30 AM-10:45 AM,3,David Robbins,"CMIN 122. INTRODUCTION TO CHRISTIAN MINISTRIES. This course will introduce the student to the principles of Christian Ministry in contemporary society. Particular attention will be placed on biblical foundations of Christian education, Youth Ministry, para-church ministries, the local church, history of Christian education, and the educator as the agent of change. Alternate years (odd), fall semester only, three hours."
